1995 CSI #	CSI Description	2004 CSI #	CSI Description	Trade	Division #
313423.13	geosynthetic fiber soil reinforcement	313423.13	geosynthetic fiber soil reinforcement	Earthwork	31 00 00
313500	slope protection	313500	slope protection	Earthwork	31 00 00
313519	geosynthetic slope protection	313519	geosynthetic slope protection	Earthwork	31 00 00
313519.13	geogrid slope protection	313519.13	geogrid slope protection	Earthwork	31 00 00
313519.16	geotextile slope protection	313519.16	geotextile slope protection	Earthwork	31 00 00
313519.19	slope protection with mulch control netting	313519.19	slope protection with mulch control netting	Earthwork	31 00 00
313523	slope protection with slope paving	313523	slope protection with slope paving	Earthwork	31 00 00
313523.13	cast-in-place concrete slope paving	313523.13	cast-in-place concrete slope paving	Earthwork	31 00 00
313523.16	precast concrete slope paving	313523.16	precast concrete slope paving	Earthwork	31 00 00
313523.19	concrete unit masonry slope paving	313523.19	concrete unit masonry slope paving	Earthwork	31 00 00
313526	containment barriers	313526	containment barriers	Earthwork	31 00 00
313526.13	clay containment barriers	313526.13	clay containment barriers	Earthwork	31 00 00
313526.16	geomembrane containment barriers	313526.16	geomembrane containment barriers	Earthwork	31 00 00
313526.23	bentonite slurry trench	313526.23	bentonite slurry trench	Earthwork	31 00 00
313600	gabions	313600	gabions	Earthwork	31 00 00
313613	gabion boxes	313613	gabion boxes	Earthwork	31 00 00
313619	gabion mattresses	313619	gabion mattresses	Earthwork	31 00 00
313619.13	vegetated gabion mattresses	313619.13	vegetated gabion mattresses	Earthwork	31 00 00
313700	riprap	313700	riprap	Earthwork	31 00 00
313713	machined riprap	313713	machined riprap	Earthwork	31 00 00
313716	non-machined riprap	313716	non-machined riprap	Earthwork	31 00 00
313716.13	rubble-stone riprap	313716.13	rubble-stone riprap	Earthwork	31 00 00
313716.16	concrete unit masonry riprap	313716.16	concrete unit masonry riprap	Earthwork	31 00 00
313716.19	sacked sand-cement riprap	313716.19	sacked sand-cement riprap	Earthwork	31 00 00
314000	shoring and underpinning	314000	shoring and underpinning	Earthwork	31 00 00
314100	shoring	314100	shoring	Earthwork	31 00 00
314113	timber shoring	314113	timber shoring	Earthwork	31 00 00
314116	sheet piling	314116	sheet piling	Earthwork	31 00 00
314116.13	steel sheet piling	314116.13	steel sheet piling	Earthwork	31 00 00
314116.16	plastic sheet piling	314116.16	plastic sheet piling	Earthwork	31 00 00
314119	metal hydraulic shoring	314119	metal hydraulic shoring	Earthwork	31 00 00
314119.13	aluminum hydraulic shoring	314119.13	aluminum hydraulic shoring	Earthwork	31 00 00
314123	pneumatic shoring	314123	pneumatic shoring	Earthwork	31 00 00
314133	trench shielding	314133	trench shielding	Earthwork	31 00 00
314300	concrete raising	314300	concrete raising	Earthwork	31 00 00
314313	pressure grouting	314313	pressure grouting	Earthwork	31 00 00
314313.13	concrete pressure grouting	314313.13	concrete pressure grouting	Earthwork	31 00 00
314313.16	polyurethane pressure grouting	314313.16	polyurethane pressure grouting	Earthwork	31 00 00
314316	compaction grouting	314316	compaction grouting	Earthwork	31 00 00
314319	mechanical jacking	314319	mechanical jacking	Earthwork	31 00 00
314500	vibroflotation and densification	314500	vibroflotation and densification	Earthwork	31 00 00
314513	vibroflotation	314513	vibroflotation	Earthwork	31 00 00
314516	densification	314516	densification	Earthwork	31 00 00
314600	needle beams	314600	needle beams	Earthwork	31 00 00
314613	cantilever needle beams	314613	cantilever needle beams	Earthwork	31 00 00
314800	underpinning	314800	underpinning	Earthwork	31 00 00
314813	underpinning piers	314813	underpinning piers	Earthwork	31 00 00
314819	bracket piers	314819	bracket piers	Earthwork	31 00 00
314823	jacked piers	314823	jacked piers	Earthwork	31 00 00
314833	micropile underpinning	314833	micropile underpinning	Earthwork	31 00 00
315000	excavation support and protection	315000	excavation support and protection	Earthwork	31 00 00
315100	anchor tiebacks	315100	anchor tiebacks	Earthwork	31 00 00
315113	excavation soil anchors	315113	excavation soil anchors	Earthwork	31 00 00
315116	excavation rock anchors	315116	excavation rock anchors	Earthwork	31 00 00
315200	cofferdams	315200	cofferdams	Earthwork	31 00 00
315213	sheet piling cofferdams	315213	sheet piling cofferdams	Earthwork	31 00 00
315216	timber cofferdams	315216	timber cofferdams	Earthwork	31 00 00
315219	precast concrete cofferdams	315219	precast concrete cofferdams	Earthwork	31 00 00
315300	cribbing and walers	315300	cribbing and walers	Earthwork	31 00 00
315313	timber cribwork	315313	timber cribwork	Earthwork	31 00 00
315400	ground freezing	315400	ground freezing	Earthwork	31 00 00
315600	slurry walls	315600	slurry walls	Earthwork	31 00 00
315613	bentonite slurry walls	315613	bentonite slurry walls	Earthwork	31 00 00
315613.13	soil-bentonite slurry walls	315613.13	soil-bentonite slurry walls	Earthwork	31 00 00
315613.16	cement-bentonite slurry walls	315613.16	cement-bentonite slurry walls	Earthwork	31 00 00
315613.19	slag-cement-bentonite slurry walls	315613.19	slag-cement-bentonite slurry walls	Earthwork	31 00 00
315613.23	soil-cement-bentonite slurry walls	315613.23	soil-cement-bentonite slurry walls	Earthwork	31 00 00
315613.26	pozzolan-bentonite slurry walls	315613.26	pozzolan-bentonite slurry walls	Earthwork	31 00 00
315613.29	organically-modified bentonite slurry walls	315613.29	organically-modified bentonite slurry walls	Earthwork	31 00 00
315616	attipulgite slurry walls	315616	attipulgite slurry walls	Earthwork	31 00 00
315616.13	soil-attipulgite slurry walls	315616.13	soil-attipulgite slurry walls	Earthwork	31 00 00
315619	slurry-geomembrane composite slurry walls	315619	slurry-geomembrane composite slurry walls	Earthwork	31 00 00
315623	lean concrete slurry walls	315623	lean concrete slurry walls	Earthwork	31 00 00
315626	bio-polymer trench drain	315626	bio-polymer trench drain	Earthwork	31 00 00
316000	special foundations and load-bearing elements	316000	special foundations and load-bearing elements	Earthwork	31 00 00
316200	driven piles	316200	driven piles	Earthwork	31 00 00
316213	concrete piles	316213	concrete piles	Earthwork	31 00 00
316213.13	cast-in-place concrete piles	316213.13	cast-in-place concrete piles	Earthwork	31 00 00
316213.16	concrete displacement piles	316213.16	concrete displacement piles	Earthwork	31 00 00
316213.19	precast concrete piles	316213.19	precast concrete piles	Earthwork	31 00 00
316213.23	prestressed concrete piles	316213.23	prestressed concrete piles	Earthwork	31 00 00
316213.26	pressure-injected footings	316213.26	pressure-injected footings	Earthwork	31 00 00
316216	steel piles	316216	steel piles	Earthwork	31 00 00
316216.13	sheet steel piles	316216.13	sheet steel piles	Earthwork	31 00 00
316216.16	steel h piles	316216.16	steel h piles	Earthwork	31 00 00
316216.19	unfilled tubular steel piles	316216.19	unfilled tubular steel piles	Earthwork	31 00 00
316219	timber piles	316219	timber piles	Earthwork	31 00 00
316223	composite piles	316223	composite piles	Earthwork	31 00 00
316223.13	concrete-filled steel piles	316223.13	concrete-filled steel piles	Earthwork	31 00 00
316223.16	wood and cast-in-place concrete piles	316223.16	wood and cast-in-place concrete piles	Earthwork	31 00 00
316300	bored piles	316300	bored piles	Earthwork	31 00 00
316313	bored and augered test piles	316313	bored and augered test piles	Earthwork	31 00 00
316316	auger cast grout piles	316316	auger cast grout piles	Earthwork	31 00 00
316319	bored and socketed piles	316319	bored and socketed piles	Earthwork	31 00 00
316319.13	rock sockets for piles	316319.13	rock sockets for piles	Earthwork	31 00 00
316323	bored concrete piles	316323	bored concrete piles	Earthwork	31 00 00
316323.13	bored and belled concrete piles	316323.13	bored and belled concrete piles	Earthwork	31 00 00
316323.16	bored friction concrete piles	316323.16	bored friction concrete piles	Earthwork	31 00 00
316326	drilled caissons	316326	drilled caissons	Earthwork	31 00 00
316326.13	fixed end caisson piles	316326.13	fixed end caisson piles	Earthwork	31 00 00
316326.16	concrete caissons for marine construction	316326.16	concrete caissons for marine construction	Earthwork	31 00 00
316329	drilled concrete piers and shafts	316329	drilled concrete piers and shafts	Earthwork	31 00 00
316329.13	uncased drilled concrete piers	316329.13	uncased drilled concrete piers	Earthwork	31 00 00
316329.16	cased drilled concrete piers	316329.16	cased drilled concrete piers	Earthwork	31 00 00
316333	drilled micropiles	316333	drilled micropiles	Earthwork	31 00 00
316400	caissons	316400	caissons	Earthwork	31 00 00
316413	box caissons	316413	box caissons	Earthwork	31 00 00
316416	excavated caissons	316416	excavated caissons	Earthwork	31 00 00
316419	floating caissons	316419	floating caissons	Earthwork	31 00 00
316423	open caissons	316423	open caissons	Earthwork	31 00 00
316426	pneumatic caissons	316426	pneumatic caissons	Earthwork	31 00 00
316429	sheeted caissons	316429	sheeted caissons	Earthwork	31 00 00
316600	special foundations	316600	special foundations	Earthwork	31 00 00
316613	special piles	316613	special piles	Earthwork	31 00 00
316613.13	rammed aggregate piles	316613.13	rammed aggregate piles	Earthwork	31 00 00
